09_11
Pais,Positivos,NuevosPositivos,Fallecidos,NuevosFallecidos,UCI,NuevosUCI,Recuperados,NuevosRecuperados,Muestras,Activos
CR,53969,1420,583,16,221,19,20710,388,178446,32676
6,32676
6
